日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 3.1 3.08 3.1 3.06 33480.51 1031 0.00% 0.00 0.00%
20211105 3.12 3.08 3.13 3.05 52308.03 1607 0.00% -0.02 -0.65%
20211104 3.08 3.1 3.14 3.08 50030.00 1554 0.00% 0.02 0.65%
20211103 3.04 3.08 3.09 3.04 39909.03 1226 0.00% 0.02 0.65%
20211102 3.1 3.06 3.1 3.04 48796.00 1494 0.00% -0.03 -0.97%
20211101 2.99 3.09 3.09 2.96 80806.00 2465 0.00% 0.10 3.34%
20211029 3.0 2.99 3.03 2.97 48881.27 1464 0.00% -0.01 -0.33%
20211028 3.05 3.0 3.07 2.98 60853.75 1836 0.00% -0.07 -2.28%
20211027 3.01 3.07 3.09 2.95 103287.01 3126 0.00% 0.07 2.33%
20211026 2.94 3.0 3.06 2.94 65937.01 1985 0.00% 0.05 1.69%
20211025 2.98 2.95 2.98 2.9 78376.00 2299 0.00% -0.02 -0.67%
20211022 2.97 2.97 3.02 2.95 50902.00 1522 0.00% 0.00 0.00%
20211021 2.98 2.97 3.0 2.95 32675.61 972 0.00% -0.01 -0.34%
20211020 3.02 2.98 3.02 2.97 37411.00 1117 0.00% -0.03 -1.00%
20211019 3.02 3.01 3.04 2.99 49750.00 1496 0.00% -0.03 -0.99%
20211018 3.04 3.04 3.06 3.01 58253.00 1765 0.00% -0.02 -0.65%
20211015 3.08 3.06 3.11 3.04 53718.13 1648 0.00% -0.05 -1.61%
20211014 3.08 3.11 3.13 3.07 48510.86 1506 0.00% 0.03 0.97%
20211013 3.09 3.08 3.13 3.07 56588.80 1751 0.00% -0.01 -0.32%
20211012 3.12 3.09 3.17 3.06 86670.00 2707 0.00% -0.04 -1.28%
20211011 3.09 3.13 3.15 3.07 106529.01 3324 0.00% 0.10 3.30%
20211008 3.0 3.03 3.05 2.98 72699.00 2198 0.00% 0.07 2.36%
20210930 2.95 2.96 2.99 2.93 52705.00 1559 0.00% 0.03 1.02%
20210929 2.97 2.93 2.99 2.92 52252.00 1543 0.00% -0.04 -1.35%
20210928 2.95 2.97 3.0 2.94 50989.61 1513 0.00% 0.02 0.68%
20210927 3.04 2.95 3.05 2.93 67325.00 2002 0.00% -0.08 -2.64%
20210924 3.08 3.03 3.09 3.01 54343.95 1652 0.00% -0.04 -1.30%
20210923 3.03 3.07 3.15 3.03 58101.30 1796 0.00% 0.04 1.32%
20210922 3.05 3.03 3.06 3.01 56266.00 1704 0.00% -0.03 -0.98%
20210917 3.08 3.06 3.09 3.01 70304.30 2145 0.00% -0.04 -1.29%
20210916 3.18 3.1 3.18 3.07 99205.01 3091 0.00% -0.08 -2.52%
20210915 3.2 3.18 3.21 3.14 76999.01 2439 0.00% 0.02 0.63%
20210914 3.24 3.16 3.27 3.14 151877.82 4828 0.00% -0.06 -1.86%
20210913 3.11 3.22 3.24 3.08 214203.75 6829 0.00% 0.12 3.87%
20210910 3.07 3.1 3.21 3.06 172732.45 5411 0.00% 0.04 1.31%
20210909 3.07 3.06 3.1 3.04 91690.25 2811 0.00% -0.01 -0.33%
20210908 2.97 3.07 3.08 2.96 118440.45 3589 0.00% 0.09 3.02%
20210907 2.96 2.98 2.99 2.94 62731.70 1860 0.00% 0.02 0.68%
20210906 2.94 2.96 2.97 2.94 46726.82 1379 0.00% 0.02 0.68%
20210903 2.97 2.94 2.99 2.92 102518.20 3015 0.00% -0.02 -0.68%
20210902 2.96 2.96 2.99 2.95 35909.69 1065 0.00% 0.00 0.00%
20210901 2.94 2.96 2.99 2.93 49404.90 1466 0.00% 0.01 0.34%
20210831 2.93 2.95 2.95 2.9 41566.75 1215 0.00% 0.02 0.68%
20210830 2.98 2.93 2.98 2.92 56358.79 1661 0.00% -0.05 -1.68%
20210827 3.05 2.98 3.05 2.98 62234.01 1871 0.00% -0.07 -2.30%
20210826 3.0 3.05 3.07 3.0 56492.30 1720 0.00% 0.04 1.33%
20210825 2.98 3.01 3.03 2.95 53876.64 1613 0.00% 0.04 1.35%
20210824 2.96 2.97 2.99 2.95 31059.00 924 0.00% 0.01 0.34%
20210823 2.94 2.96 2.98 2.94 33049.30 981 0.00% 0.02 0.68%
20210820 2.96 2.94 2.99 2.93 33015.49 977 0.00% -0.03 -1.01%
20210819 2.98 2.97 3.0 2.97 27581.05 821 0.00% -0.04 -1.33%
20210818 3.0 3.01 3.02 2.96 49790.00 1487 0.00% -0.01 -0.33%
20210817 3.09 3.02 3.1 3.0 48765.00 1483 0.00% -0.06 -1.95%
20210816 3.08 3.08 3.21 3.05 81397.54 2532 0.00% 0.01 0.33%
20210813 2.97 3.07 3.14 2.95 119752.25 3659 0.00% 0.09 3.02%
20210812 2.98 2.98 3.03 2.96 55587.00 1661 0.00% 0.02 0.68%
20210811 2.95 2.96 2.99 2.93 43779.00 1299 0.00% 0.02 0.68%
20210810 2.94 2.94 2.95 2.92 27914.25 818 0.00% 0.00 0.00%
20210809 2.9 2.94 2.94 2.88 27054.00 791 0.00% 0.02 0.68%
20210806 2.96 2.92 2.97 2.9 37113.00 1085 0.00% -0.01 -0.34%
20210805 2.98 2.93 2.98 2.92 40421.32 1193 0.00% -0.05 -1.68%
20210804 3.0 2.98 3.02 2.97 34240.91 1022 0.00% 0.00 0.00%
20210803 2.97 2.98 3.0 2.96 35108.00 1047 0.00% -0.01 -0.33%
20210802 3.0 2.99 3.0 2.96 46543.01 1389 0.00% 0.03 1.01%
20210730 2.97 2.96 3.0 2.9 42904.83 1265 0.00% -0.01 -0.34%
20210729 2.96 2.97 2.98 2.94 44247.00 1310 0.00% 0.01 0.34%
20210728 3.0 2.96 3.06 2.92 106610.01 3160 0.00% -0.11 -3.58%
20210727 3.05 3.07 3.25 3.01 110308.00 3452 0.00% 0.01 0.33%
20210726 3.1 3.06 3.11 3.0 72570.10 2204 0.00% -0.04 -1.29%
20210723 3.08 3.1 3.17 3.06 84893.00 2635 0.00% 0.00 0.00%
20210722 3.12 3.1 3.16 3.09 103450.91 3226 0.00% -0.07 -2.21%
20210721 3.09 3.17 3.3 3.09 156440.66 4988 0.00% 0.03 0.96%
20210720 3.22 3.14 3.24 3.04 197661.63 6189 0.00% -0.08 -2.48%
20210719 2.94 3.22 3.22 2.91 130645.85 4047 0.00% 0.29 9.90%
20210716 2.91 2.93 2.96 2.91 27216.01 799 0.00% 0.02 0.69%
20210715 2.93 2.91 2.93 2.89 32344.20 939 0.00% -0.01 -0.34%
20210714 2.95 2.92 2.96 2.92 33888.10 994 0.00% -0.04 -1.35%
20210713 2.97 2.96 2.99 2.94 30922.50 914 0.00% -0.01 -0.34%
20210712 2.97 2.97 3.02 2.97 38391.01 1148 0.00% 0.00 0.00%
20210709 2.96 2.97 2.99 2.91 30280.00 898 0.00% 0.03 1.02%
20210708 3.03 2.94 3.03 2.92 47521.64 1414 0.00% -0.08 -2.65%
20210707 3.0 3.02 3.05 2.96 73429.95 2205 0.00% 0.01 0.33%
20210706 2.91 3.01 3.02 2.9 89656.09 2668 0.00% 0.09 3.08%
20210705 2.89 2.92 2.93 2.89 30973.64 902 0.00% 0.03 1.04%
20210702 2.91 2.89 2.92 2.87 25998.61 753 0.00% -0.03 -1.03%
20210701 2.93 2.92 2.96 2.92 32476.62 955 0.00% -0.03 -1.02%
20210630 2.98 2.95 3.0 2.92 47922.00 1415 0.00% -0.05 -1.67%
20210629 3.04 3.0 3.05 2.99 28614.00 862 0.00% -0.03 -0.99%
20210628 3.04 3.03 3.06 3.03 22695.09 690 0.00% -0.02 -0.66%
20210625 3.02 3.05 3.06 3.02 26838.80 817 0.00% 0.01 0.33%
20210624 3.08 3.04 3.09 3.04 28753.37 879 0.00% -0.03 -0.98%
20210623 3.11 3.07 3.11 3.07 22459.72 691 0.00% -0.02 -0.65%
20210622 3.1 3.09 3.12 3.07 27867.52 862 0.00% -0.01 -0.32%
20210621 3.07 3.1 3.1 3.06 23480.60 722 0.00% 0.04 1.31%
20210618 3.07 3.06 3.07 3.02 22781.20 692 0.00% 0.01 0.33%
20210617 3.04 3.05 3.08 3.02 24465.00 746 0.00% 0.02 0.66%
20210616 3.1 3.03 3.1 3.03 27417.62 839 0.00% -0.06 -1.94%
20210615 3.17 3.09 3.17 3.07 45925.53 1425 0.00% -0.05 -1.59%
20210611 3.16 3.14 3.17 3.13 35843.13 1127 0.00% -0.02 -0.63%
20210610 3.17 3.16 3.19 3.14 45098.91 1427 0.00% 0.02 0.64%
20210609 3.14 3.14 3.16 3.12 22437.84 705 0.00% 0.01 0.32%
20210608 3.13 3.13 3.16 3.13 27263.03 856 0.00% -0.02 -0.63%
20210607 3.16 3.15 3.17 3.14 23440.03 739 0.00% 0.00 0.00%
20210604 3.18 3.15 3.18 3.15 23201.00 734 0.00% -0.03 -0.94%
20210603 3.18 3.18 3.21 3.16 26561.31 845 0.00% 0.00 0.00%
20210602 3.15 3.18 3.25 3.15 46554.00 1487 0.00% 0.01 0.32%
20210601 3.19 3.17 3.19 3.15 32992.00 1045 0.00% 0.00 0.00%
20210531 3.21 3.17 3.21 3.16 33216.33 1055 0.00% -0.03 -0.94%
20210528 3.18 3.2 3.21 3.18 29745.01 951 0.00% 0.01 0.31%
20210527 3.21 3.19 3.22 3.17 48963.50 1564 0.00% -0.02 -0.62%
20210526 3.16 3.21 3.25 3.15 65387.46 2093 0.00% 0.06 1.90%
20210525 3.15 3.15 3.16 3.13 37565.19 1181 0.00% 0.00 0.00%
20210524 3.16 3.15 3.17 3.14 28966.10 913 0.00% -0.01 -0.32%
20210521 3.16 3.16 3.18 3.15 20157.00 637 0.00% 0.00 0.00%
20210520 3.17 3.16 3.19 3.14 31247.80 988 0.00% -0.01 -0.32%
20210519 3.2 3.17 3.2 3.14 53960.66 1706 0.00% -0.04 -1.25%
20210518 3.18 3.21 3.26 3.16 37812.67 1216 0.00% 0.03 0.94%
20210517 3.27 3.18 3.27 3.17 52860.00 1694 0.00% -0.07 -2.15%
20210514 3.22 3.25 3.28 3.21 42800.52 1389 0.00% 0.05 1.56%
20210513 3.22 3.2 3.25 3.19 36692.51 1180 0.00% -0.02 -0.62%
20210512 3.22 3.22 3.24 3.19 43075.21 1385 0.00% 0.03 0.94%
20210511 3.24 3.19 3.24 3.16 64864.00 2074 0.00% -0.07 -2.15%
20210510 3.29 3.26 3.36 3.22 84813.00 2775 0.00% 0.01 0.31%
20210507 3.23 3.25 3.37 3.21 60217.00 1979 0.00% 0.04 1.25%
20210506 3.12 3.21 3.28 3.12 32731.00 1056 0.00% 0.00 0.00%
20210430 3.25 3.21 3.27 3.2 30380.00 977 0.00% -0.06 -1.83%
20210429 3.31 3.27 3.32 3.25 40693.05 1333 0.00% -0.02 -0.61%
20210428 3.29 3.29 3.31 3.26 33990.00 1115 0.00% 0.01 0.30%
20210427 3.26 3.28 3.32 3.21 61552.02 2010 0.00% 0.02 0.61%
20210426 3.31 3.26 3.32 3.24 57873.00 1887 0.00% -0.04 -1.21%
20210423 3.38 3.3 3.38 3.3 83845.00 2781 0.00% -0.08 -2.37%
20210422 3.38 3.38 3.4 3.36 46228.34 1562 0.00% 0.01 0.30%
20210421 3.38 3.37 3.4 3.35 35234.00 1190 0.00% -0.02 -0.59%
20210420 3.43 3.39 3.44 3.38 41860.00 1423 0.00% -0.04 -1.17%
20210419 3.47 3.43 3.53 3.41 58587.92 2013 0.00% -0.04 -1.15%
20210416 3.35 3.47 3.48 3.35 104144.03 3578 0.00% 0.13 3.89%
20210415 3.36 3.34 3.44 3.32 45887.01 1541 0.00% -0.02 -0.60%
20210414 3.25 3.36 3.44 3.25 79688.31 2667 0.00% 0.11 3.38%
20210413 3.34 3.25 3.36 3.25 60356.00 1983 0.00% -0.10 -2.99%
20210412 3.33 3.35 3.46 3.31 75210.27 2536 0.00% 0.02 0.60%
20210409 3.35 3.33 3.36 3.32 40808.00 1360 0.00% 0.00 0.00%
20210408 3.38 3.33 3.38 3.32 46711.19 1563 0.00% -0.04 -1.19%
20210407 3.39 3.37 3.42 3.35 45259.29 1528 0.00% 0.00 0.00%
20210406 3.34 3.37 3.41 3.34 47849.81 1608 0.00% 0.00 0.00%
20210402 3.41 3.37 3.44 3.36 78035.60 2645 0.00% -0.01 -0.30%
20210401 3.59 3.38 3.59 3.34 154547.10 5269 0.00% -0.13 -3.70%
20210331 3.22 3.51 3.51 3.22 100088.86 3447 0.00% 0.32 10.03%
20210330 3.22 3.19 3.22 3.17 20684.00 660 0.00% -0.01 -0.31%
20210329 3.21 3.2 3.25 3.17 26177.57 840 0.00% 0.00 0.00%
20210326 3.18 3.2 3.23 3.15 26334.83 841 0.00% 0.02 0.63%
20210325 3.2 3.18 3.22 3.15 42026.98 1338 0.00% -0.05 -1.55%
20210324 3.2 3.23 3.28 3.19 47332.00 1528 0.00% 0.04 1.25%
20210323 3.31 3.19 3.32 3.18 64084.02 2083 0.00% -0.12 -3.63%
20210322 3.28 3.31 3.39 3.27 81494.73 2699 0.00% -0.01 -0.30%
20210319 3.22 3.32 3.45 3.16 120844.37 4033 0.00% 0.08 2.47%
20210318 3.24 3.24 3.27 3.22 35534.00 1153 0.00% 0.00 0.00%
20210317 3.26 3.24 3.28 3.22 38714.21 1257 0.00% -0.02 -0.61%
20210316 3.24 3.26 3.28 3.24 37121.01 1209 0.00% 0.02 0.62%
