日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 1.56 1.56 1.57 1.55 123305.60 1926 0.00% 0.00 0.00%
20211105 1.57 1.56 1.57 1.55 239577.91 3735 0.00% -0.01 -0.64%
20211104 1.57 1.57 1.57 1.56 121405.75 1900 0.00% 0.00 0.00%
20211103 1.55 1.57 1.57 1.55 129961.58 2030 0.00% 0.02 1.29%
20211102 1.58 1.55 1.59 1.54 319816.52 4993 0.00% -0.03 -1.90%
20211101 1.58 1.58 1.59 1.57 192542.33 3043 0.00% 0.00 0.00%
20211029 1.56 1.58 1.59 1.56 249285.00 3926 0.00% 0.02 1.28%
20211028 1.56 1.56 1.57 1.55 228508.97 3564 0.00% 0.00 0.00%
20211027 1.59 1.56 1.59 1.55 351516.25 5508 0.00% -0.03 -1.89%
20211026 1.6 1.59 1.61 1.58 285766.00 4557 0.00% -0.01 -0.63%
20211025 1.62 1.6 1.62 1.58 504833.93 8079 0.00% -0.04 -2.44%
20211022 1.64 1.64 1.69 1.63 538963.53 8935 0.00% 0.00 0.00%
20211021 1.64 1.64 1.67 1.64 260021.52 4287 0.00% 0.00 0.00%
20211020 1.65 1.64 1.65 1.64 124675.80 2050 0.00% -0.01 -0.61%
20211019 1.66 1.65 1.67 1.65 127367.71 2109 0.00% -0.01 -0.60%
20211018 1.63 1.66 1.67 1.63 316587.94 5226 0.00% 0.03 1.84%
20211015 1.65 1.63 1.66 1.62 404915.11 6635 0.00% -0.04 -2.40%
20211014 1.68 1.67 1.69 1.65 343190.71 5730 0.00% -0.01 -0.60%
20211013 1.7 1.68 1.71 1.66 482867.55 8121 0.00% -0.02 -1.18%
20211012 1.71 1.7 1.73 1.69 533356.41 9108 0.00% -0.01 -0.58%
20211011 1.72 1.71 1.74 1.71 416262.79 7156 0.00% -0.02 -1.16%
20211008 1.71 1.73 1.74 1.7 647772.48 11118 0.00% 0.03 1.76%
20210930 1.72 1.7 1.72 1.69 446475.60 7590 0.00% 0.01 0.59%
20210929 1.72 1.69 1.75 1.69 661792.32 11356 0.00% -0.02 -1.17%
20210928 1.68 1.71 1.73 1.68 536426.00 9132 0.00% 0.03 1.79%
20210927 1.75 1.68 1.76 1.67 759172.34 12948 0.00% -0.06 -3.45%
20210924 1.82 1.74 1.83 1.74 800484.85 14233 0.00% -0.08 -4.40%
20210923 1.77 1.82 1.83 1.77 1073693.35 19394 0.00% 0.08 4.60%
20210922 1.73 1.74 1.75 1.71 660508.00 11447 0.00% -0.02 -1.14%
20210917 1.81 1.76 1.83 1.74 988460.45 17640 0.00% -0.05 -2.76%
20210916 1.84 1.81 1.96 1.8 1851087.82 34682 0.00% 0.01 0.56%
20210915 1.79 1.8 1.81 1.77 579790.56 10404 0.00% 0.01 0.56%
20210914 1.85 1.79 1.86 1.77 900595.86 16256 0.00% -0.06 -3.24%
20210913 1.81 1.85 1.86 1.79 843284.01 15422 0.00% 0.03 1.65%
20210910 1.86 1.82 1.91 1.81 1378478.43 25577 0.00% -0.03 -1.62%
20210909 1.86 1.85 1.87 1.83 1067155.95 19722 0.00% 0.00 0.00%
20210908 1.77 1.85 1.85 1.76 1572372.75 28608 0.00% 0.08 4.52%
20210907 1.72 1.77 1.79 1.71 1106073.46 19385 0.00% 0.05 2.91%
20210906 1.73 1.72 1.76 1.71 703436.01 12134 0.00% -0.02 -1.15%
20210903 1.73 1.74 1.79 1.71 1038919.99 18124 0.00% 0.02 1.16%
20210902 1.7 1.72 1.75 1.68 925821.58 15887 0.00% 0.02 1.18%
20210901 1.66 1.7 1.75 1.66 1231267.91 21090 0.00% 0.04 2.41%
20210831 1.64 1.66 1.68 1.63 717576.27 11887 0.00% 0.02 1.22%
20210830 1.62 1.64 1.65 1.61 461425.64 7537 0.00% 0.02 1.23%
20210827 1.64 1.62 1.65 1.62 481918.18 7856 0.00% -0.02 -1.22%
20210826 1.62 1.64 1.67 1.6 837200.18 13729 0.00% 0.02 1.23%
20210825 1.6 1.62 1.62 1.59 322504.01 5185 0.00% 0.02 1.25%
20210824 1.61 1.6 1.62 1.6 247223.80 3967 0.00% 0.00 0.00%
20210823 1.59 1.6 1.61 1.58 280692.90 4488 0.00% 0.01 0.63%
20210820 1.6 1.59 1.6 1.57 353356.77 5591 0.00% -0.01 -0.63%
20210819 1.62 1.6 1.63 1.59 431561.59 6931 0.00% -0.02 -1.23%
20210818 1.61 1.62 1.63 1.6 306083.51 4950 0.00% 0.00 0.00%
20210817 1.66 1.62 1.67 1.61 523151.09 8594 0.00% -0.05 -2.99%
20210816 1.66 1.67 1.67 1.65 377397.59 6261 0.00% 0.01 0.60%
20210813 1.67 1.66 1.67 1.65 363638.81 6026 0.00% -0.01 -0.60%
