日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 65.5 64.33 65.5 63.88 28026.44 18046 0.00% -1.25 -1.91%
20211105 66.25 65.58 66.39 64.86 36556.58 24009 0.00% -0.73 -1.10%
20211104 63.0 66.31 67.36 62.58 63563.34 41721 0.00% 3.06 4.84%
20211103 62.0 63.25 63.7 60.8 67943.51 42462 0.00% 1.10 1.77%
20211102 60.15 62.15 62.68 60.01 79268.73 49047 0.00% 1.91 3.17%
20211101 63.4 60.24 63.4 60.08 74106.13 45345 0.00% -3.26 -5.13%
20211029 62.52 63.5 64.2 60.5 79717.09 50056 0.00% -0.03 -0.05%
20211028 60.9 63.53 63.8 60.7 43625.45 27428 0.00% 1.88 3.05%
20211027 65.69 61.65 65.7 60.5 70827.27 43811 0.00% -4.01 -6.11%
20211026 64.4 65.66 67.12 64.01 33598.45 22111 0.00% 1.18 1.83%
20211025 65.19 64.48 67.14 64.07 36273.52 23629 0.00% -1.12 -1.71%
20211022 65.0 65.6 65.98 64.0 22113.40 14432 0.00% 0.25 0.38%
20211021 65.5 65.35 65.98 64.5 13694.26 8926 0.00% -0.12 -0.18%
20211020 68.4 65.47 68.94 65.2 35379.60 23371 0.00% -3.29 -4.78%
20211019 67.3 68.76 68.92 67.0 19892.20 13577 0.00% 1.59 2.37%
20211018 68.19 67.17 68.19 66.62 14805.38 9930 0.00% -1.02 -1.50%
20211015 69.0 68.19 69.8 68.0 18406.32 12647 0.00% -1.56 -2.24%
20211014 69.71 69.75 70.68 68.15 17693.15 12208 0.00% -0.75 -1.06%
20211013 69.66 70.5 70.62 68.86 19185.32 13380 0.00% 0.81 1.16%
20211012 69.44 69.69 70.5 68.8 18773.78 13040 0.00% -0.10 -0.14%
20211011 70.45 69.79 71.49 69.52 22115.16 15548 0.00% -0.66 -0.94%
20211008 68.15 70.45 71.22 67.65 40134.68 28109 0.00% 2.47 3.63%
20210930 66.6 67.98 68.24 65.85 28069.21 18962 0.00% 1.43 2.15%
20210929 64.85 66.55 67.5 63.66 36071.97 23710 0.00% 0.95 1.45%
20210928 68.5 65.6 68.68 64.76 37302.32 24548 0.00% -2.87 -4.19%
20210927 65.61 68.47 70.06 64.81 55835.10 37847 0.00% 2.77 4.22%
20210924 63.65 65.7 66.66 63.4 47858.50 31344 0.00% 2.04 3.20%
20210923 65.53 63.66 65.95 63.42 29611.98 19032 0.00% -1.76 -2.69%
20210922 63.6 65.42 65.93 63.16 23978.18 15490 0.00% 0.84 1.30%
20210917 63.2 64.58 64.79 62.35 29075.91 18546 0.00% 1.28 2.02%
20210916 62.78 63.3 64.26 62.1 33614.96 21282 0.00% 0.30 0.48%
