日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 3.08 3.12 3.15 3.07 148611.04 4624 0.00% 0.04 1.30%
20211105 3.08 3.08 3.1 3.08 80139.46 2474 0.00% -0.01 -0.32%
20211104 3.08 3.09 3.11 3.07 88707.81 2740 0.00% 0.01 0.32%
20211103 3.07 3.08 3.1 3.06 105668.22 3255 0.00% 0.00 0.00%
20211102 3.12 3.08 3.13 3.06 135187.40 4179 0.00% -0.05 -1.60%
20211101 3.12 3.13 3.15 3.11 126807.30 3968 0.00% 0.01 0.32%
20211029 3.1 3.12 3.14 3.07 119758.41 3726 0.00% 0.02 0.65%
20211028 3.08 3.1 3.1 3.05 128340.07 3950 0.00% 0.01 0.32%
20211027 3.13 3.09 3.13 3.08 153360.10 4746 0.00% -0.05 -1.59%
20211026 3.17 3.14 3.17 3.13 132155.70 4160 0.00% -0.03 -0.95%
20211025 3.16 3.17 3.18 3.12 102642.78 3235 0.00% 0.01 0.32%
20211022 3.17 3.16 3.18 3.15 108563.30 3436 0.00% -0.02 -0.63%
20211021 3.17 3.18 3.21 3.16 126692.60 4032 0.00% 0.00 0.00%
20211020 3.21 3.18 3.22 3.17 123728.00 3943 0.00% -0.04 -1.24%
20211019 3.21 3.22 3.23 3.2 97504.95 3136 0.00% 0.01 0.31%
20211018 3.22 3.21 3.25 3.2 146866.55 4731 0.00% -0.01 -0.31%
20211015 3.25 3.22 3.26 3.2 117066.25 3783 0.00% -0.03 -0.92%
20211014 3.27 3.25 3.27 3.24 82956.62 2698 0.00% -0.01 -0.31%
20211013 3.25 3.26 3.28 3.24 95492.22 3114 0.00% 0.01 0.31%
20211012 3.29 3.25 3.3 3.24 156256.44 5106 0.00% -0.05 -1.52%
20211011 3.32 3.3 3.33 3.28 125614.78 4153 0.00% 0.00 0.00%
20211008 3.29 3.3 3.32 3.28 152786.98 5046 0.00% 0.03 0.92%
20210930 3.26 3.27 3.28 3.22 176409.33 5734 0.00% 0.00 0.00%
20210929 3.28 3.27 3.3 3.25 156923.26 5133 0.00% -0.04 -1.21%
20210928 3.3 3.31 3.32 3.28 119774.18 3960 0.00% 0.02 0.61%
20210927 3.37 3.29 3.39 3.26 241950.66 8037 0.00% -0.10 -2.95%
20210924 3.42 3.39 3.46 3.38 208826.00 7131 0.00% -0.02 -0.59%
20210923 3.33 3.41 3.42 3.32 260338.49 8844 0.00% 0.07 2.10%
20210922 3.3 3.34 3.35 3.3 166060.70 5520 0.00% -0.01 -0.30%
20210917 3.38 3.35 3.39 3.33 211306.35 7089 0.00% -0.04 -1.18%
20210916 3.47 3.39 3.47 3.36 267120.71 9139 0.00% -0.05 -1.45%
20210915 3.36 3.44 3.46 3.36 279924.47 9592 0.00% 0.06 1.78%
20210914 3.46 3.38 3.49 3.37 295232.92 10109 0.00% -0.07 -2.03%
20210913 3.42 3.45 3.48 3.41 276587.28 9524 0.00% 0.01 0.29%
20210910 3.47 3.44 3.54 3.43 456356.68 15880 0.00% -0.02 -0.58%
20210909 3.44 3.46 3.46 3.41 268183.24 9232 0.00% 0.00 0.00%
20210908 3.41 3.46 3.49 3.4 377723.07 13040 0.00% 0.04 1.17%
20210907 3.38 3.42 3.43 3.36 342824.90 11631 0.00% 0.05 1.48%
20210906 3.33 3.37 3.44 3.33 401612.58 13623 0.00% 0.02 0.60%
20210903 3.51 3.35 3.55 3.34 517915.44 17700 0.00% -0.03 -0.89%
