日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 569.9 573.9 581.0 561.83 13624.43 78160 0.00% 9.90 1.76%
20211105 572.0 564.0 577.28 555.65 17690.90 99926 0.00% -8.58 -1.50%
20211104 580.59 572.58 586.0 571.6 16199.16 93662 0.00% -9.28 -1.59%
20211103 591.0 581.86 592.66 573.0 14837.74 86449 0.00% 1.36 0.23%
20211102 580.0 580.5 597.5 578.0 21000.10 123165 0.00% -7.18 -1.22%
20211101 622.0 587.68 622.0 576.0 36153.72 214542 0.00% -38.02 -6.08%
20211029 610.0 625.7 633.2 608.1 22771.86 141406 0.00% 21.40 3.54%
20211028 621.11 604.3 628.0 601.01 21692.81 132670 0.00% -20.62 -3.30%
20211027 620.01 624.92 632.63 617.07 14265.12 89095 0.00% 0.02 0.00%
20211026 622.99 624.9 637.0 616.88 13511.69 84747 0.00% -3.65 -0.58%
20211025 619.0 628.55 631.86 610.1 14691.31 92118 0.00% 7.55 1.22%
20211022 634.42 621.0 635.35 614.01 16972.87 105648 0.00% -10.35 -1.64%
20211021 627.0 631.35 639.75 621.0 16590.06 104617 0.00% -0.71 -0.11%
20211020 639.43 632.06 649.99 614.44 21985.87 138658 0.00% 0.70 0.11%
20211019 624.0 631.36 644.44 620.0 19629.27 124378 0.00% 7.36 1.18%
20211018 654.0 624.0 656.0 610.0 33861.62 212246 0.00% -35.20 -5.34%
20211015 644.02 659.2 668.19 627.89 40312.07 261579 0.00% 19.00 2.97%
20211014 652.14 640.2 652.16 625.25 24415.95 156188 0.00% -11.29 -1.73%
20211013 611.0 651.49 659.99 602.26 39278.81 248989 0.00% 37.19 6.05%
20211012 578.01 614.3 626.5 570.06 41597.02 252904 0.00% 35.28 6.09%
20211011 579.95 579.02 598.1 575.01 23117.36 134981 0.00% -19.98 -3.34%
20211008 605.0 599.0 610.0 590.0 20159.88 120987 0.00% 6.19 1.04%
20210930 588.97 592.81 599.0 577.0 22043.12 129627 0.00% 3.03 0.51%
20210929 562.01 589.78 600.0 557.08 33303.15 194108 0.00% 38.07 6.90%
20210928 565.03 551.71 582.85 550.3 27076.15 152636 0.00% -19.87 -3.48%
20210927 570.0 571.58 610.65 560.0 39435.62 232009 0.00% -14.65 -2.50%
20210924 567.4 586.23 605.0 556.23 40043.81 234195 0.00% 17.33 3.05%
20210923 560.0 568.9 580.06 553.01 23958.63 136321 0.00% 4.40 0.78%
20210922 544.93 564.5 580.88 541.1 25751.17 144776 0.00% 6.85 1.23%
20210917 538.0 557.65 571.3 517.74 35722.19 195144 0.00% 18.93 3.51%
20210916 521.01 538.72 545.0 513.52 25405.32 135703 0.00% 9.79 1.85%
20210915 533.01 528.93 545.0 516.88 15799.28 84093 0.00% -4.32 -0.81%
