日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 52.0 49.62 52.23 49.5 826902.86 415097 0.00% -2.19 -4.23%
20211105 51.25 51.81 53.68 51.22 920662.28 483845 0.00% 0.60 1.17%
20211104 49.25 51.21 51.8 49.0 823350.21 418963 0.00% 2.09 4.25%
20211103 48.51 49.12 50.18 48.51 415537.19 205027 0.00% 0.62 1.28%
20211102 49.51 48.5 50.28 48.0 480225.25 236020 0.00% -1.30 -2.61%
20211101 49.02 49.8 50.1 48.55 487701.63 240511 0.00% 0.56 1.14%
20211029 48.5 49.24 49.88 48.5 427476.45 210980 0.00% 0.48 0.98%
20211028 48.56 48.76 50.15 48.48 445554.41 219274 0.00% -0.30 -0.61%
20211027 49.3 49.06 49.87 48.68 341071.24 167952 0.00% -0.34 -0.69%
20211026 51.26 49.4 51.39 49.4 638573.32 319172 0.00% -1.81 -3.53%
20211025 51.0 51.21 52.3 50.8 459921.67 236550 0.00% -0.09 -0.18%
20211022 50.61 51.3 51.86 50.41 461961.86 236656 0.00% 0.80 1.58%
20211021 50.96 50.5 51.32 50.37 437411.24 221758 0.00% -1.08 -2.09%
20211020 49.0 51.58 51.89 47.8 965916.64 483259 0.00% 1.97 3.97%
20211019 48.74 49.61 50.74 48.66 521174.89 260086 0.00% 0.51 1.04%
20211018 49.74 49.1 50.0 48.53 515125.46 252294 0.00% -0.95 -1.90%
20211015 50.4 50.05 51.37 49.74 569811.51 287313 0.00% -1.01 -1.98%
20211014 52.45 51.06 52.69 51.06 561685.08 289463 0.00% -1.89 -3.57%
20211013 53.55 52.95 53.55 51.55 607656.13 318838 0.00% -0.85 -1.58%
20211012 53.75 53.8 54.7 53.1 549720.50 296496 0.00% 0.19 0.35%
20211011 54.19 53.61 55.54 53.01 739909.26 399193 0.00% -0.58 -1.07%
20211008 50.86 54.19 54.72 50.08 1124308.83 596089 0.00% 3.96 7.88%
20210930 49.94 50.23 50.63 49.44 411221.29 206647 0.00% 0.31 0.62%
20210929 49.9 49.92 50.44 48.76 484391.25 240398 0.00% -0.47 -0.93%
20210928 51.5 50.39 51.5 49.33 542766.40 271821 0.00% -0.36 -0.71%
20210927 49.84 50.75 52.16 49.2 881590.53 448317 0.00% 0.95 1.91%
20210924 47.7 49.8 50.1 47.55 927196.99 459191 0.00% 2.01 4.21%
20210923 48.0 47.79 48.79 47.28 586867.81 281744 0.00% -0.11 -0.23%
20210922 46.95 47.9 48.15 46.61 580513.09 275899 0.00% 0.95 2.02%
20210917 45.83 46.95 47.6 45.7 635327.50 296861 0.00% 0.80 1.73%
20210916 45.9 46.15 46.45 45.38 558905.81 256336 0.00% 0.43 0.94%
20210915 46.68 45.72 46.71 45.5 448329.55 205669 0.00% -1.08 -2.31%
20210914 46.77 46.8 47.52 46.73 487354.57 229315 0.00% 0.05 0.11%
20210913 47.45 46.75 47.94 46.5 405871.03 191297 0.00% -0.70 -1.48%
20210910 47.4 47.45 47.95 47.09 337885.85 160217 0.00% 0.01 0.02%
20210909 47.72 47.44 48.16 47.3 301660.33 143501 0.00% -0.31 -0.65%
20210908 48.08 47.75 48.32 47.6 331068.71 158429 0.00% -0.33 -0.69%
20210907 48.1 48.08 48.33 47.18 488971.72 233342 0.00% -0.02 -0.04%
20210906 46.19 48.1 48.89 46.19 866635.69 413217 0.00% 2.00 4.34%
20210903 45.32 46.1 46.84 45.05 462357.55 213275 0.00% 0.24 0.52%
20210902 46.6 45.86 46.6 45.5 465752.10 213515 0.00% -0.73 -1.57%
20210901 45.4 46.59 47.2 44.92 731270.61 338004 0.00% 1.39 3.08%
20210831 45.45 45.2 46.14 44.33 495741.85 223737 0.00% -0.40 -0.88%
20210830 45.82 45.6 46.28 45.26 444568.61 202541 0.00% -0.45 -0.98%
20210827 45.5 46.05 46.9 45.49 538304.32 248636 0.00% 0.74 1.63%
20210826 47.01 45.31 47.1 45.25 804365.21 368611 0.00% -2.10 -4.43%
20210825 47.21 47.41 48.11 46.71 631070.53 299092 0.00% 0.21 0.44%
20210824 46.91 47.2 48.16 46.1 973951.00 457843 0.00% 0.02 0.04%
20210823 47.55 47.18 48.2 45.5 1342009.61 627659 0.00% -1.28 -2.64%
20210820 50.0 48.46 50.32 48.46 1406764.43 685802 0.00% -5.38 -9.99%
20210819 54.66 53.84 55.46 53.78 332101.10 180865 0.00% -1.15 -2.09%
20210818 54.82 54.99 55.21 53.76 330020.61 179975 0.00% 0.24 0.44%
20210817 56.2 54.75 56.43 54.65 362978.64 201015 0.00% -1.72 -3.05%
20210816 56.53 56.47 57.1 56.05 250644.84 141801 0.00% -0.06 -0.11%
20210813 55.56 56.53 56.65 55.28 338591.64 190431 0.00% 0.73 1.31%
20210812 56.53 55.8 57.67 55.62 400836.44 226026 0.00% -1.09 -1.92%
20210811 57.2 56.89 58.37 56.77 394125.59 225755 0.00% -0.85 -1.47%
20210810 57.09 57.74 57.8 55.74 563060.95 320087 0.00% 0.82 1.44%
20210809 54.5 56.92 57.92 54.26 539000.47 304895 0.00% 2.12 3.87%
20210806 55.5 54.8 55.54 54.28 347438.25 189876 0.00% -1.00 -1.79%
20210805 56.34 55.8 57.48 55.49 385788.77 218330 0.00% -0.53 -0.94%
20210804 57.6 56.33 57.77 55.8 473267.82 266230 0.00% -1.07 -1.86%
20210803 55.11 57.4 57.4 54.6 549982.21 310053 0.00% 2.15 3.89%
20210802 53.98 55.25 56.25 52.25 604140.95 327602 0.00% 0.87 1.60%
20210730 54.58 54.38 54.88 53.0 484235.69 261331 0.00% -0.73 -1.32%
20210729 57.6 55.11 57.9 54.67 530125.07 295386 0.00% -0.80 -1.43%
20210728 53.97 55.91 56.27 53.6 523920.23 289159 0.00% 1.41 2.59%
20210727 59.21 54.5 59.58 54.11 810946.44 458107 0.00% -4.72 -7.97%
20210726 61.3 59.22 61.3 58.59 464010.01 277065 0.00% -2.27 -3.69%
20210723 61.19 61.49 61.85 60.23 361120.11 220641 0.00% 0.21 0.34%
20210722 62.96 61.28 62.96 61.27 470006.40 289986 0.00% -1.70 -2.70%
20210721 64.0 62.98 64.47 62.66 554571.24 351944 0.00% -0.20 -0.32%
20210720 60.85 63.18 63.18 60.5 798080.81 498450 0.00% 2.22 3.64%
20210719 59.84 60.96 61.0 59.01 502333.30 300639 0.00% 0.86 1.43%
20210716 60.27 60.1 60.27 59.0 450067.36 267528 0.00% -0.17 -0.28%
20210715 59.8 60.27 60.29 58.38 648061.22 383516 0.00% 0.16 0.27%
20210714 61.7 60.11 61.8 60.0 676798.71 407961 0.00% -1.83 -2.95%
20210713 63.12 61.94 63.41 61.76 381454.68 237779 0.00% -1.18 -1.87%
20210712 63.5 63.12 64.5 62.99 599866.95 382351 0.00% 1.02 1.64%
20210709 61.02 62.1 62.32 60.9 317139.65 195692 0.00% 0.73 1.19%
20210708 62.46 61.37 62.88 61.17 376692.99 232542 0.00% -1.08 -1.73%
20210707 62.29 62.45 63.49 62.26 421309.78 264544 0.00% 0.39 0.63%
20210706 62.6 62.06 62.6 60.83 655917.79 403181 0.00% -0.89 -1.41%
20210705 66.66 62.95 66.66 62.32 795018.91 509370 0.00% -3.96 -5.92%
20210702 69.03 66.91 69.29 66.85 531315.55 358963 0.00% -2.78 -3.99%
20210701 68.0 69.69 70.8 67.75 494101.76 341619 0.00% 1.72 2.53%
20210630 68.25 67.97 68.7 67.9 266825.14 181764 0.00% -0.23 -0.34%
20210629 68.61 68.2 68.82 67.81 300627.02 205262 0.00% -0.40 -0.58%
20210628 68.06 68.6 68.6 67.5 411067.70 279621 0.00% 0.54 0.79%
20210625 67.67 68.06 68.44 66.98 537240.03 362395 0.00% 0.06 0.09%
20210624 69.99 68.0 69.99 67.87 772127.94 527427 0.00% -3.15 -4.43%
20210623 70.57 71.15 72.46 70.55 572155.69 408159 0.00% 0.67 0.95%
20210622 69.51 70.48 70.49 69.0 436129.83 304086 0.00% 0.97 1.40%
20210621 71.2 69.51 71.2 69.11 452862.31 316971 0.00% -1.93 -2.70%
20210618 71.5 71.44 72.45 70.83 310606.55 222249 0.00% 0.29 0.41%
20210617 70.84 71.15 71.29 70.16 233548.01 165373 0.00% 0.34 0.48%
20210616 71.88 70.81 72.4 70.5 280377.61 199116 0.00% -1.07 -1.49%
20210615 72.96 71.88 74.15 71.55 438438.03 317782 0.00% -1.08 -1.48%
20210611 73.1 72.96 73.45 71.1 448208.74 322750 0.00% -0.04 -0.05%
20210610 71.01 73.0 75.46 70.12 617790.45 454492 0.00% -11.15 -13.25%
20210609 83.09 84.15 84.5 83.09 256590.93 215696 0.00% 1.17 1.41%
20210608 82.85 82.98 84.33 82.61 297829.18 248066 0.00% 0.54 0.66%
20210607 82.5 82.44 82.53 81.25 253011.13 207059 0.00% -0.21 -0.25%
20210604 82.07 82.65 83.49 81.69 334781.19 276575 0.00% 0.07 0.08%
20210603 83.53 82.58 83.9 82.56 414103.38 344114 0.00% -1.78 -2.11%
20210602 87.51 84.36 87.75 83.6 524298.71 445648 0.00% -3.11 -3.56%
20210601 86.39 87.47 87.5 85.6 392538.26 340603 0.00% 1.17 1.36%
20210531 85.7 86.3 86.38 85.01 259537.25 222508 0.00% 0.45 0.52%
20210528 86.89 85.85 87.32 85.26 321284.05 276974 0.00% -0.46 -0.53%
20210527 85.96 86.31 86.9 85.14 326367.50 280846 0.00% 0.02 0.02%
20210526 87.08 86.29 87.47 85.63 417488.43 360363 0.00% 0.04 0.05%
20210525 83.35 86.25 86.66 83.25 464456.80 396089 0.00% 2.89 3.47%
20210524 81.91 83.36 83.36 80.9 279434.78 229466 0.00% 1.19 1.45%
20210521 84.05 82.17 85.25 82.0 366266.20 305283 0.00% -1.54 -1.84%
20210520 85.17 83.71 85.34 83.3 347174.75 291447 0.00% -1.34 -1.58%
20210519 85.7 85.05 85.7 84.5 167147.16 141947 0.00% -0.68 -0.79%
20210518 85.4 85.73 86.34 84.54 191551.65 163411 0.00% 0.35 0.41%
20210517 84.4 85.38 86.65 84.36 358228.71 307020 0.00% 1.55 1.85%
20210514 82.31 83.83 84.2 81.41 347378.29 289825 0.00% 2.10 2.57%
20210513 82.62 81.73 82.91 81.13 247591.01 202230 0.00% -1.45 -1.74%
20210512 83.63 83.18 83.94 82.5 243462.50 202394 0.00% -0.53 -0.63%
20210511 79.5 83.71 83.8 79.35 387986.73 318770 0.00% 3.38 4.21%
20210510 79.9 80.33 80.88 78.01 253161.23 201889 0.00% 0.34 0.43%
20210507 82.12 79.99 82.35 79.99 371053.86 299277 0.00% -2.13 -2.59%
20210506 84.1 82.12 85.3 82.01 421448.00 351669 0.00% -1.98 -2.35%
20210430 83.0 84.1 85.3 82.41 513369.41 431399 0.00% 1.75 2.13%
20210429 82.99 82.35 83.1 81.8 317535.62 261334 0.00% -0.51 -0.62%
20210428 83.1 82.86 83.38 81.9 271647.36 223753 0.00% -0.19 -0.23%
20210427 81.54 83.05 83.18 80.85 336011.74 277249 0.00% 1.53 1.88%
20210426 83.18 81.52 84.57 81.38 542472.71 450410 0.00% -1.48 -1.78%
20210423 82.9 83.0 83.98 82.0 468637.94 389031 0.00% 0.80 0.97%
20210422 82.68 82.2 82.9 81.8 368503.61 302689 0.00% -0.98 -1.18%
20210421 80.19 83.18 83.36 79.61 688096.52 564189 0.00% 2.87 3.57%
20210420 81.89 80.31 81.89 79.4 742405.23 595599 0.00% -1.78 -2.17%
20210419 80.7 82.09 82.21 79.5 529617.73 429730 0.00% 1.47 1.82%
20210416 82.35 80.62 82.35 79.31 528806.32 424811 0.00% -1.56 -1.90%
20210415 84.52 82.18 84.58 82.06 598683.83 497353 0.00% -3.34 -3.91%
20210414 89.45 85.52 89.45 82.22 922490.94 781208 0.00% -3.46 -3.89%
20210413 89.39 88.98 90.3 87.66 223808.89 198850 0.00% -0.55 -0.61%
20210412 90.85 89.53 91.98 88.88 213443.89 191919 0.00% -1.67 -1.83%
20210409 93.0 91.2 93.2 90.5 179889.09 164048 0.00% -1.24 -1.34%
20210408 90.3 92.44 92.85 89.7 184761.40 169707 0.00% 1.76 1.94%
20210407 91.2 90.68 91.3 89.74 169071.48 152488 0.00% -0.22 -0.24%
20210406 92.4 90.9 92.43 90.66 169784.96 154604 0.00% -1.78 -1.92%
20210402 94.0 92.68 94.84 91.88 197985.10 184069 0.00% -1.17 -1.25%
20210401 91.6 93.85 94.5 91.6 192760.29 180745 0.00% 1.76 1.91%
20210331 93.21 92.09 93.21 91.01 188051.39 173075 0.00% -1.51 -1.61%
20210330 90.36 93.6 93.68 90.0 296355.71 273205 0.00% 3.07 3.39%
20210329 91.3 90.53 91.9 90.13 249642.10 227215 0.00% -0.69 -0.76%
20210326 87.59 91.22 92.1 87.39 378234.39 342212 0.00% 3.99 4.57%
20210325 85.7 87.23 87.87 85.09 217352.35 188676 0.00% 0.71 0.82%
20210324 87.65 86.52 88.2 85.75 201135.20 174798 0.00% -1.13 -1.29%
20210323 87.06 87.65 88.45 87.01 243465.43 213089 0.00% -0.46 -0.52%
20210322 88.05 88.11 90.29 87.6 254826.96 225580 0.00% 0.06 0.07%
20210319 88.0 88.05 88.94 87.2 224501.45 197961 0.00% -1.16 -1.30%
20210318 89.01 89.21 90.49 88.3 311127.51 277657 0.00% 0.59 0.67%
20210317 89.2 88.62 89.76 87.58 250863.37 222173 0.00% -0.57 -0.64%
20210316 90.5 89.19 90.78 88.1 240419.67 214258 0.00% -0.40 -0.45%
20210315 91.13 89.59 92.05 88.57 301244.08 270271 0.00% -2.60 -2.82%
20210312 94.5 92.19 95.3 91.58 229178.55 212793 0.00% -1.29 -1.38%
20210311 93.99 93.48 94.88 92.5 272516.41 255405 0.00% 0.08 0.09%
