日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 1.91 1.92 1.93 1.9 205289.06 3944 0.00% 0.01 0.52%
20211105 1.92 1.91 1.93 1.91 170770.35 3269 0.00% -0.01 -0.52%
20211104 1.93 1.92 1.93 1.91 178777.31 3433 0.00% -0.01 -0.52%
20211103 1.91 1.93 1.93 1.9 231286.60 4444 0.00% 0.01 0.52%
20211102 1.93 1.92 1.94 1.9 317951.81 6103 0.00% -0.02 -1.03%
20211101 1.95 1.94 1.95 1.92 221052.92 4270 0.00% -0.01 -0.51%
20211029 1.92 1.95 1.96 1.91 259271.27 5019 0.00% 0.02 1.04%
20211028 1.92 1.93 1.93 1.91 282502.47 5424 0.00% 0.02 1.05%
20211027 1.97 1.91 1.97 1.9 423874.83 8152 0.00% -0.05 -2.55%
20211026 1.97 1.96 1.99 1.95 256342.22 5047 0.00% -0.01 -0.51%
20211025 1.97 1.97 1.98 1.93 289825.05 5673 0.00% 0.00 0.00%
20211022 1.99 1.97 2.0 1.95 403939.85 7980 0.00% -0.01 -0.51%
20211021 2.0 1.98 2.02 1.98 365345.43 7316 0.00% -0.02 -1.00%
20211020 2.04 2.0 2.05 2.0 454341.51 9140 0.00% -0.04 -1.96%
20211019 2.06 2.04 2.06 2.03 422199.31 8633 0.00% -0.02 -0.97%
20211018 2.02 2.06 2.1 2.02 556816.37 11463 0.00% 0.04 1.98%
20211015 2.05 2.02 2.06 2.02 318278.64 6464 0.00% -0.03 -1.46%
20211014 2.07 2.05 2.08 2.03 366045.14 7510 0.00% -0.01 -0.49%
20211013 2.1 2.06 2.11 2.04 616150.03 12739 0.00% -0.05 -2.37%
20211012 2.16 2.11 2.18 2.09 637151.65 13541 0.00% -0.05 -2.31%
20211011 2.21 2.16 2.26 2.14 691896.11 15140 0.00% -0.05 -2.26%
20211008 2.22 2.21 2.27 2.19 1003575.39 22318 0.00% 0.04 1.84%
20210930 2.2 2.17 2.23 2.14 705089.83 15367 0.00% 0.00 0.00%
20210929 2.24 2.17 2.28 2.17 1473445.98 32626 0.00% -0.12 -5.24%
20210928 2.09 2.29 2.29 2.08 1691818.28 37699 0.00% 0.21 10.10%
20210927 2.17 2.08 2.18 2.07 679830.41 14349 0.00% -0.10 -4.59%
20210924 2.24 2.18 2.25 2.17 612383.42 13534 0.00% -0.05 -2.24%
20210923 2.27 2.23 2.29 2.21 690527.61 15465 0.00% -0.03 -1.33%
20210922 2.14 2.26 2.26 2.13 860305.97 19028 0.00% 0.10 4.63%
20210917 2.2 2.16 2.23 2.13 663930.47 14453 0.00% -0.05 -2.26%
20210916 2.27 2.21 2.3 2.2 839395.97 18851 0.00% -0.06 -2.64%
20210915 2.2 2.27 2.28 2.18 1003493.35 22524 0.00% 0.03 1.34%
20210914 2.31 2.24 2.32 2.23 1054614.72 23810 0.00% -0.08 -3.45%
20210913 2.18 2.32 2.34 2.17 1629785.53 37002 0.00% 0.14 6.42%
20210910 2.22 2.18 2.26 2.17 1015714.64 22433 0.00% -0.05 -2.24%
20210909 2.16 2.23 2.28 2.15 1373354.31 30600 0.00% 0.07 3.24%
20210908 2.11 2.16 2.18 2.11 868438.05 18689 0.00% 0.04 1.89%
20210907 2.07 2.12 2.13 2.06 880430.27 18516 0.00% 0.05 2.42%
20210906 2.07 2.07 2.11 2.06 515111.99 10683 0.00% 0.00 0.00%
20210903 2.07 2.07 2.12 2.07 840595.19 17596 0.00% -0.01 -0.48%
20210902 2.01 2.08 2.1 1.99 1032625.04 21113 0.00% 0.07 3.48%
20210901 1.97 2.01 2.02 1.96 831099.68 16632 0.00% 0.04 2.03%
20210831 1.95 1.97 1.98 1.93 440557.35 8620 0.00% 0.02 1.03%
20210830 1.96 1.95 1.97 1.94 335367.64 6545 0.00% -0.01 -0.51%
