日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 31.58 31.56 31.61 31.1 3617.00 1134 0.00% -0.02 -0.06%
20211105 31.19 31.58 31.62 30.9 8140.00 2556 0.00% 0.39 1.25%
20211104 31.32 31.19 31.48 31.09 4345.00 1356 0.00% 0.02 0.06%
20211103 31.31 31.17 31.48 30.68 5979.00 1852 0.00% 0.01 0.03%
20211102 32.7 31.16 32.7 31.0 7995.00 2510 0.00% -0.84 -2.62%
20211101 31.7 32.0 32.29 31.18 6504.04 2074 0.00% 0.42 1.33%
20211029 31.9 31.58 31.9 31.04 5510.00 1733 0.00% 0.13 0.41%
20211028 31.75 31.45 32.19 31.23 7524.03 2379 0.00% -0.27 -0.85%
20211027 31.94 31.72 32.09 31.46 5511.00 1747 0.00% -0.18 -0.56%
20211026 32.0 31.9 32.37 31.65 7715.99 2460 0.00% -0.13 -0.41%
20211025 31.35 32.03 32.08 30.7 10175.88 3208 0.00% 0.66 2.10%
20211022 32.06 31.37 32.53 31.19 13801.23 4355 0.00% -0.99 -3.06%
20211021 33.05 32.36 33.05 32.1 10260.00 3323 0.00% -0.46 -1.40%
20211020 33.04 32.82 33.8 32.67 21709.08 7181 0.00% -0.28 -0.85%
20211019 32.56 33.1 34.89 32.56 22790.06 7635 0.00% 0.90 2.80%
20211018 33.7 32.2 33.7 31.29 31823.00 10212 0.00% -1.77 -5.21%
20211015 35.2 33.97 36.98 33.1 35372.65 12437 0.00% -0.55 -1.59%
20211014 31.77 34.52 34.52 31.41 39828.34 13321 0.00% 3.14 10.01%
20211013 31.1 31.38 32.22 30.75 15151.98 4770 0.00% 0.30 0.97%
20211012 31.97 31.08 32.58 30.0 13537.17 4183 0.00% -1.12 -3.48%
20211011 32.56 32.2 33.07 31.61 10750.28 3439 0.00% -0.35 -1.08%
20211008 33.12 32.55 34.0 32.3 10913.34 3603 0.00% -0.24 -0.73%
20210930 31.86 32.79 32.97 31.03 13402.08 4327 0.00% 2.04 6.63%
20210929 30.51 30.75 31.8 30.51 10609.99 3311 0.00% -0.01 -0.03%
20210928 31.34 30.76 31.89 30.37 15482.66 4776 0.00% -0.58 -1.85%
20210927 34.2 31.34 34.2 30.5 22985.98 7286 0.00% -2.55 -7.52%
20210924 35.56 33.89 35.56 33.68 8792.34 3025 0.00% -1.26 -3.58%
20210923 33.5 35.15 35.29 33.2 12295.00 4269 0.00% 1.49 4.43%
20210922 33.58 33.66 34.24 32.5 11318.58 3778 0.00% -0.58 -1.69%
20210917 35.03 34.24 35.1 33.68 9212.00 3165 0.00% -0.86 -2.45%
20210916 35.73 35.1 36.28 34.4 9931.00 3503 0.00% -0.39 -1.10%
20210915 36.56 35.49 36.57 35.35 11327.00 4047 0.00% -1.09 -2.98%
20210914 36.55 36.58 37.27 36.36 6380.00 2342 0.00% -0.18 -0.49%
20210913 37.0 36.76 37.18 36.13 8065.00 2944 0.00% -0.44 -1.18%
20210910 37.37 37.2 37.7 36.95 8674.00 3227 0.00% -0.50 -1.33%
20210909 38.97 37.7 38.97 36.96 14656.00 5507 0.00% -1.34 -3.43%
20210908 40.0 39.04 40.18 38.35 19793.38 7720 0.00% -0.39 -0.99%
20210907 38.65 39.43 40.11 38.52 16087.92 6366 0.00% 0.74 1.91%
20210906 37.89 38.69 38.8 37.13 10297.82 3939 0.00% 1.29 3.45%
20210903 37.01 37.4 37.69 36.69 4891.00 1817 0.00% -0.10 -0.27%
20210902 37.23 37.5 37.76 36.0 7517.74 2783 0.00% -0.27 -0.71%
20210901 38.4 37.77 38.4 36.81 6292.98 2351 0.00% -0.68 -1.77%
20210831 38.66 38.45 38.95 37.21 9481.35 3613 0.00% -0.58 -1.49%
20210830 37.8 39.03 40.01 36.45 33773.24 12988 0.00% 1.23 3.25%
20210827 36.45 37.8 37.84 36.1 6961.84 2578 0.00% 1.10 3.00%
20210826 37.03 36.7 37.59 35.8 6833.25 2483 0.00% -0.20 -0.54%
20210825 36.23 36.9 37.35 36.23 3926.34 1447 0.00% 0.03 0.08%
20210824 37.0 36.87 37.55 36.54 6008.33 2218 0.00% -0.42 -1.13%
20210823 36.99 37.29 37.9 35.78 9396.36 3460 0.00% 0.00 0.00%
20210820 34.89 37.29 37.36 34.38 18089.92 6528 0.00% 2.40 6.88%
20210819 34.58 34.89 35.0 34.28 7797.25 2693 0.00% 0.36 1.04%
20210818 34.8 34.53 34.88 34.25 2748.04 949 0.00% -0.11 -0.32%
20210817 34.86 34.64 35.22 34.09 5772.00 2000 0.00% -0.25 -0.72%
20210816 35.5 34.89 35.5 34.56 4063.00 1419 0.00% -0.61 -1.72%
20210813 35.5 35.5 35.87 34.8 4815.17 1704 0.00% -0.20 -0.56%
20210812 36.03 35.7 36.03 35.05 5304.09 1882 0.00% -0.35 -0.97%
20210811 35.05 36.05 36.3 34.9 7405.00 2651 0.00% 0.98 2.79%
20210810 34.76 35.07 35.18 34.2 5181.09 1805 0.00% 0.22 0.63%
20210809 34.88 34.85 35.38 33.96 6566.85 2270 0.00% 0.05 0.14%
20210806 34.43 34.8 34.95 33.89 5044.75 1744 0.00% 0.36 1.05%
20210805 34.6 34.44 34.89 34.1 5012.75 1722 0.00% -0.46 -1.32%
20210804 34.9 34.9 35.1 33.61 5701.96 1971 0.00% -0.10 -0.29%
20210803 35.41 35.0 36.1 34.72 8415.13 2972 0.00% -0.45 -1.27%
20210802 35.15 35.45 35.73 34.73 8096.17 2844 0.00% 0.01 0.03%
20210730 35.7 35.44 35.94 34.56 7284.05 2556 0.00% -0.15 -0.42%
20210729 34.01 35.59 36.08 34.01 17887.05 6305 0.00% 1.14 3.31%
20210728 32.21 34.45 34.94 32.21 19028.98 6422 0.00% -0.26 -0.75%
20210727 34.36 34.71 36.46 34.21 21443.02 7658 0.00% 0.34 0.99%
20210726 36.78 34.37 37.01 33.86 22132.36 7710 0.00% -2.32 -6.32%
20210723 37.75 36.69 37.98 36.07 23996.27 8849 0.00% -1.16 -3.06%
20210722 39.0 37.85 39.32 36.42 25104.99 9437 0.00% -0.01 -0.03%
20210721 38.89 37.86 40.17 37.6 31983.35 12518 0.00% -1.07 -2.75%
20210720 38.0 38.93 39.79 37.3 40808.96 15669 0.00% 0.08 0.21%
20210719 36.0 38.85 38.85 36.0 42559.51 16375 0.00% 3.53 9.99%
20210716 34.6 35.32 35.98 34.6 8560.58 3040 0.00% 0.18 0.51%
20210715 35.28 35.14 35.66 34.02 8993.46 3138 0.00% 0.00 0.00%
20210714 33.33 35.14 35.99 32.61 17019.88 5987 0.00% 1.82 5.46%
20210713 32.75 33.32 33.33 32.4 4199.64 1384 0.00% 0.48 1.46%
20210712 32.18 32.84 33.14 31.67 6861.77 2229 0.00% 0.66 2.05%
20210709 32.4 32.18 32.54 31.68 4740.06 1523 0.00% -0.28 -0.86%
20210708 32.35 32.46 32.84 32.0 3741.00 1214 0.00% -0.03 -0.09%
20210707 32.91 32.49 33.83 32.12 6794.88 2210 0.00% -0.80 -2.40%
20210706 34.5 33.29 34.5 32.79 7026.00 2348 0.00% -0.56 -1.65%
20210705 33.91 33.85 34.36 33.69 4028.00 1368 0.00% -0.06 -0.18%
20210702 34.75 33.91 35.25 33.8 4636.00 1588 0.00% -1.19 -3.39%
20210701 34.88 35.1 35.32 34.55 5159.88 1800 0.00% 0.10 0.29%
20210630 35.4 35.0 35.95 34.6 7965.76 2799 0.00% -0.36 -1.02%
