日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 3.12 3.12 3.15 3.06 76568.75 2379 0.00% 0.06 1.96%
20211105 3.1 3.06 3.13 3.05 75263.00 2318 0.00% 0.00 0.00%
20211104 3.09 3.06 3.1 3.05 68415.00 2099 0.00% -0.03 -0.97%
20211103 3.12 3.09 3.12 3.08 48138.00 1490 0.00% -0.01 -0.32%
20211102 3.11 3.1 3.14 3.07 83298.62 2588 0.00% -0.01 -0.32%
20211101 3.1 3.11 3.17 3.1 88834.00 2779 0.00% -0.02 -0.64%
20211029 3.15 3.13 3.23 3.12 132080.02 4161 0.00% -0.07 -2.19%
20211028 3.17 3.2 3.26 3.13 138464.62 4438 0.00% -0.01 -0.31%
20211027 3.17 3.21 3.3 3.15 117272.02 3782 0.00% 0.04 1.26%
20211026 3.19 3.17 3.23 3.13 99083.00 3160 0.00% 0.00 0.00%
20211025 3.09 3.17 3.2 3.06 119383.21 3754 0.00% 0.07 2.26%
20211022 3.15 3.1 3.25 3.1 142386.06 4496 0.00% -0.02 -0.64%
20211021 3.17 3.12 3.17 3.09 108999.00 3406 0.00% 0.00 0.00%
20211020 3.19 3.12 3.21 3.12 119999.04 3792 0.00% -0.05 -1.58%
20211019 3.25 3.17 3.26 3.15 174827.12 5565 0.00% -0.05 -1.55%
20211018 2.94 3.22 3.28 2.9 373482.24 11894 0.00% 0.06 1.90%
20211015 3.04 3.16 3.33 3.03 518364.86 16881 0.00% 0.13 4.29%
20211014 3.21 3.03 3.21 3.02 304130.93 9320 0.00% -0.18 -5.61%
20211013 3.11 3.21 3.24 3.1 142969.00 4536 0.00% 0.10 3.22%
20211012 3.17 3.11 3.19 3.08 139139.00 4345 0.00% -0.03 -0.96%
20211011 3.17 3.14 3.23 3.08 189909.01 5974 0.00% -0.03 -0.95%
20211008 3.32 3.17 3.36 3.09 220066.02 7020 0.00% -0.16 -4.80%
20210930 3.45 3.33 3.47 3.22 148935.85 4939 0.00% 0.00 0.00%
20210929 3.5 3.33 3.53 3.3 147680.01 5003 0.00% -0.17 -4.86%
20210928 3.61 3.5 3.63 3.49 77332.00 2734 0.00% 0.00 0.00%
20210927 3.77 3.5 3.84 3.45 146873.00 5310 0.00% -0.23 -6.17%
20210924 3.88 3.73 3.88 3.72 98380.24 3730 0.00% -0.07 -1.84%
20210923 3.78 3.8 3.88 3.71 147838.26 5598 0.00% 0.04 1.06%
20210922 3.43 3.76 3.78 3.43 165846.11 6048 0.00% 0.27 7.74%
20210917 3.55 3.49 3.61 3.44 111758.00 3920 0.00% -0.04 -1.13%
20210916 3.63 3.53 3.68 3.51 138415.00 4965 0.00% -0.08 -2.22%
20210915 3.6 3.61 3.71 3.56 158426.56 5760 0.00% -0.07 -1.90%
20210914 3.7 3.68 3.88 3.6 322716.64 11996 0.00% 0.00 0.00%
20210913 3.36 3.68 3.7 3.36 338149.56 12076 0.00% 0.32 9.52%
20210910 3.49 3.36 3.5 3.32 346840.02 11761 0.00% -0.13 -3.72%
20210909 3.23 3.49 3.49 3.21 169100.02 5749 0.00% 0.32 10.09%
20210908 2.98 3.17 3.26 2.96 273909.00 8504 0.00% 0.21 7.09%
20210907 2.99 2.96 3.0 2.94 81021.00 2402 0.00% 0.00 0.00%
20210906 3.07 2.96 3.07 2.95 90797.34 2712 0.00% -0.03 -1.00%
20210903 2.88 2.99 3.04 2.85 191918.91 5698 0.00% 0.15 5.28%
20210902 2.84 2.84 2.86 2.82 67984.00 1931 0.00% 0.00 0.00%
20210901 2.85 2.84 2.87 2.81 86618.00 2457 0.00% -0.02 -0.70%
20210831 2.88 2.86 2.88 2.83 48186.00 1374 0.00% -0.01 -0.35%
20210830 2.89 2.87 2.91 2.86 52797.00 1521 0.00% -0.04 -1.37%
20210827 2.9 2.91 2.94 2.89 40711.14 1186 0.00% 0.01 0.34%
20210826 2.93 2.9 2.94 2.9 56617.00 1652 0.00% -0.05 -1.69%
20210825 2.92 2.95 2.95 2.87 83429.00 2421 0.00% 0.02 0.68%
20210824 2.95 2.93 2.95 2.9 64700.00 1887 0.00% -0.02 -0.68%
20210823 2.96 2.95 2.96 2.91 72070.91 2112 0.00% -0.02 -0.67%
20210820 2.9 2.97 3.05 2.85 92184.00 2678 0.00% 0.05 1.71%
20210819 2.94 2.92 2.95 2.91 34686.00 1015 0.00% -0.03 -1.02%
20210818 2.96 2.95 2.97 2.9 64368.00 1890 0.00% -0.01 -0.34%
20210817 2.93 2.96 3.03 2.92 68761.84 2041 0.00% 0.02 0.68%
20210816 2.97 2.94 3.0 2.93 54800.84 1617 0.00% -0.03 -1.01%
20210813 3.0 2.97 3.01 2.96 50918.00 1518 0.00% -0.03 -1.00%
20210812 3.0 3.0 3.02 2.99 59644.00 1788 0.00% 0.00 0.00%
20210811 3.0 3.0 3.04 2.99 57350.00 1728 0.00% 0.00 0.00%
20210810 3.04 3.0 3.07 2.95 85742.00 2585 0.00% -0.05 -1.64%
20210809 2.99 3.05 3.06 2.98 41303.00 1254 0.00% 0.05 1.67%
20210806 3.08 3.0 3.08 2.95 85890.39 2578 0.00% -0.08 -2.60%
20210805 3.05 3.08 3.11 3.04 30069.00 925 0.00% 0.03 0.98%
20210804 3.16 3.05 3.16 3.05 61949.89 1916 0.00% -0.11 -3.48%
20210803 3.06 3.16 3.2 3.0 72429.00 2265 0.00% 0.08 2.60%
20210802 3.03 3.08 3.09 3.01 30507.81 932 0.00% 0.05 1.65%
20210730 3.01 3.03 3.06 3.01 24329.00 738 0.00% -0.03 -0.98%
20210729 3.0 3.06 3.09 3.0 35271.61 1075 0.00% 0.06 2.00%
20210728 3.01 3.0 3.04 2.9 38355.89 1147 0.00% -0.07 -2.28%
20210727 3.01 3.07 3.12 2.99 69750.89 2111 0.00% 0.01 0.33%
20210726 3.1 3.06 3.15 3.02 34093.00 1050 0.00% -0.04 -1.29%
20210723 3.14 3.1 3.16 3.1 35633.00 1113 0.00% -0.07 -2.21%
20210722 3.17 3.17 3.2 3.16 31492.01 997 0.00% -0.02 -0.63%
20210721 3.24 3.19 3.25 3.17 30270.00 968 0.00% -0.06 -1.85%
20210720 3.17 3.25 3.3 3.14 51526.00 1653 0.00% 0.08 2.52%
20210719 3.24 3.17 3.24 3.14 32694.02 1040 0.00% -0.02 -0.63%
20210716 3.22 3.19 3.25 3.18 26977.00 865 0.00% -0.03 -0.93%
20210715 3.26 3.22 3.26 3.19 36303.00 1168 0.00% -0.03 -0.92%
20210714 3.29 3.25 3.3 3.23 32716.00 1064 0.00% -0.03 -0.91%
20210713 3.28 3.28 3.3 3.26 44450.00 1456 0.00% -0.01 -0.30%
20210712 3.3 3.29 3.38 3.27 62573.00 2070 0.00% 0.01 0.30%
20210709 3.29 3.28 3.34 3.26 34782.00 1147 0.00% 0.02 0.61%
20210708 3.3 3.26 3.3 3.24 38024.00 1239 0.00% -0.04 -1.21%
20210707 3.3 3.3 3.42 3.29 36753.00 1218 0.00% 0.02 0.61%
20210706 3.33 3.28 3.35 3.28 33287.84 1101 0.00% -0.05 -1.50%
20210705 3.35 3.33 3.37 3.33 31931.00 1069 0.00% -0.03 -0.89%
20210702 3.4 3.36 3.4 3.34 25246.00 850 0.00% -0.01 -0.30%
20210701 3.4 3.37 3.45 3.37 37542.50 1274 0.00% -0.07 -2.03%
20210630 3.42 3.44 3.52 3.41 36847.00 1271 0.00% 0.04 1.18%
20210629 3.4 3.4 3.45 3.39 33969.00 1159 0.00% -0.01 -0.29%
20210628 3.43 3.41 3.52 3.37 64583.00 2225 0.00% 0.05 1.49%
20210625 3.48 3.36 3.49 3.34 53226.00 1803 0.00% -0.05 -1.47%
20210624 3.39 3.41 3.43 3.35 52899.14 1796 0.00% 0.01 0.29%
20210623 3.54 3.4 3.58 3.35 158969.30 5459 0.00% -0.14 -3.95%
20210622 3.2 3.54 3.54 3.2 150623.00 5231 0.00% 0.32 9.94%
20210621 3.25 3.22 3.33 3.18 70670.20 2283 0.00% -0.10 -3.01%
20210618 3.35 3.32 3.35 3.26 28324.00 936 0.00% -0.03 -0.90%
20210617 3.35 3.35 3.4 3.35 20007.60 672 0.00% -0.03 -0.89%
20210616 3.38 3.38 3.42 3.36 24073.00 815 0.00% 0.00 0.00%
20210615 3.39 3.38 3.41 3.35 36864.00 1242 0.00% 0.00 0.00%
20210611 3.43 3.38 3.43 3.37 35448.00 1204 0.00% -0.04 -1.17%
20210610 3.45 3.42 3.47 3.41 19294.12 661 0.00% -0.03 -0.87%
20210609 3.43 3.45 3.47 3.42 18737.02 645 0.00% -0.01 -0.29%
20210608 3.48 3.46 3.51 3.43 25261.00 871 0.00% -0.05 -1.42%
20210607 3.48 3.51 3.51 3.45 11713.12 408 0.00% 0.04 1.15%
20210604 3.55 3.47 3.56 3.45 22334.00 781 0.00% -0.08 -2.25%
20210603 3.52 3.55 3.61 3.49 41260.00 1473 0.00% 0.02 0.57%
20210602 3.42 3.53 3.58 3.38 58082.50 2023 0.00% 0.13 3.82%
20210601 3.41 3.4 3.41 3.37 22550.00 763 0.00% 0.01 0.29%
20210531 3.44 3.39 3.44 3.37 32150.00 1091 0.00% -0.02 -0.59%
20210528 3.47 3.41 3.47 3.4 20487.50 700 0.00% -0.03 -0.87%
20210527 3.42 3.44 3.47 3.42 24270.50 835 0.00% -0.02 -0.58%
20210526 3.46 3.46 3.5 3.43 18620.00 644 0.00% 0.03 0.87%
20210525 3.5 3.43 3.5 3.4 29775.00 1020 0.00% -0.01 -0.29%
20210524 3.52 3.44 3.52 3.43 16188.00 562 0.00% -0.02 -0.58%
20210521 3.5 3.46 3.5 3.45 14519.00 504 0.00% 0.00 0.00%
20210520 3.49 3.46 3.5 3.4 32914.00 1131 0.00% 0.01 0.29%
20210519 3.63 3.45 3.67 3.38 122622.00 4250 0.00% -0.18 -4.96%
20210518 3.69 3.63 3.69 3.62 24741.06 902 0.00% -0.06 -1.63%
20210517 3.74 3.69 3.79 3.66 29362.02 1090 0.00% -0.05 -1.34%
20210514 3.61 3.74 3.74 3.59 51558.03 1893 0.00% 0.17 4.76%
20210513 3.66 3.57 3.66 3.57 26886.00 968 0.00% -0.06 -1.65%
20210512 3.69 3.63 3.69 3.61 17165.00 623 0.00% -0.01 -0.27%
20210511 3.72 3.64 3.72 3.6 34168.00 1247 0.00% -0.06 -1.62%
20210510 3.74 3.7 3.8 3.7 25843.00 969 0.00% -0.05 -1.33%
20210507 3.73 3.75 3.85 3.65 74330.00 2779 0.00% 0.03 0.81%
20210506 3.59 3.72 3.88 3.58 83953.00 3179 0.00% 0.12 3.33%
20210430 3.61 3.6 3.63 3.48 68387.84 2429 0.00% 0.00 0.00%
20210429 3.8 3.6 3.86 3.57 120924.00 4442 0.00% -0.20 -5.26%
20210428 3.76 3.8 3.98 3.67 69937.00 2706 0.00% 0.03 0.80%
20210427 3.72 3.77 3.82 3.62 45644.63 1690 0.00% 0.05 1.34%
20210426 3.76 3.72 3.81 3.71 30185.00 1133 0.00% -0.06 -1.59%
20210423 3.85 3.78 3.85 3.72 29728.84 1123 0.00% -0.04 -1.05%
20210422 3.85 3.82 3.9 3.81 18214.83 699 0.00% -0.04 -1.04%
20210421 3.95 3.86 3.95 3.82 30612.83 1181 0.00% -0.04 -1.03%
20210420 3.92 3.9 3.95 3.88 26871.00 1050 0.00% -0.04 -1.02%
