日期 开盘价 收盘价 最高价 最低价 成交量（手） 成交额（万元） 换手率 涨跌额 涨跌幅（%）
20211108 1820.0 1820.1 1830.8 1802.05 17705.72 322044 0.00% 0.16 0.01%
20211105 1804.21 1819.94 1844.99 1804.21 27077.23 495633 0.00% 15.74 0.87%
20211104 1777.94 1804.2 1816.0 1769.42 31130.43 559221 0.00% 39.20 2.22%
20211103 1800.0 1765.0 1809.98 1761.19 27829.31 495831 0.00% -39.64 -2.20%
20211102 1796.7 1804.64 1844.22 1788.0 32500.24 587534 0.00% 1.64 0.09%
20211101 1780.0 1803.0 1826.3 1760.0 41689.98 748694 0.00% -23.08 -1.26%
20211029 1825.0 1826.08 1848.0 1813.0 28775.86 526690 0.00% 0.59 0.03%
20211028 1825.2 1825.49 1843.78 1802.0 29490.93 538320 0.00% 6.49 0.36%
20211027 1852.3 1819.0 1858.3 1800.1 34647.29 630227 0.00% -42.05 -2.26%
20211026 1864.03 1861.05 1878.99 1844.0 21130.26 393422 0.00% -11.98 -0.64%
20211025 1880.0 1873.03 1885.01 1858.0 32461.33 607622 0.00% -27.97 -1.47%
20211022 1855.0 1901.0 1921.01 1854.0 35962.60 679485 0.00% 57.00 3.09%
20211021 1841.1 1844.0 1860.0 1829.0 23018.70 423858 0.00% 3.00 0.16%
20211020 1833.0 1841.0 1849.8 1806.01 28663.39 524640 0.00% 28.82 1.59%
20211019 1800.0 1812.18 1838.8 1799.88 40314.56 733011 0.00% 12.18 0.68%
20211018 1888.0 1800.0 1888.0 1787.0 69652.02 1265150 0.00% -116.97 -6.10%
20211015 1890.1 1916.97 1929.99 1890.1 28560.78 545295 0.00% 5.97 0.31%
20211014 1928.93 1911.0 1941.8 1896.0 26622.55 509760 0.00% -18.90 -0.98%
20211013 1870.0 1929.9 1949.95 1862.0 50142.61 962577 0.00% 58.91 3.15%
20211012 1866.0 1870.99 1877.0 1842.42 30606.42 568816 0.00% 3.87 0.21%
20211011 1839.51 1867.12 1889.9 1831.01 37675.57 704048 0.00% 27.52 1.50%
20211008 1822.42 1839.6 1878.0 1807.23 47451.96 878038 0.00% 9.60 0.52%
20210930 1818.18 1830.0 1850.22 1803.4 40539.29 741174 0.00% 10.00 0.55%
20210929 1809.0 1820.0 1845.01 1785.9 43290.65 787015 0.00% -2.06 -0.11%
20210928 1848.0 1822.06 1860.0 1795.0 49221.05 897341 0.00% -32.94 -1.78%
20210927 1750.0 1855.0 1863.4 1750.0 126868.92 2327069 0.00% 161.00 9.50%
20210924 1628.0 1694.0 1719.98 1628.0 69536.60 1175660 0.00% 59.00 3.61%
20210923 1638.0 1635.0 1655.88 1625.08 30341.81 496421 0.00% -2.69 -0.16%
20210922 1658.83 1637.69 1688.0 1635.0 31743.00 522772 0.00% -48.31 -2.87%
20210917 1620.0 1686.0 1705.6 1620.0 55130.25 924210 0.00% 47.93 2.93%
20210916 1603.0 1638.07 1644.0 1585.0 45968.02 745846 0.00% 22.33 1.38%
20210915 1650.0 1615.74 1660.0 1610.0 41570.05 678176 0.00% -41.26 -2.49%
20210914 1659.0 1657.0 1683.0 1653.0 33760.61 563896 0.00% 3.00 0.18%
20210913 1665.0 1654.0 1684.0 1640.1 27720.02 460503 0.00% -8.58 -0.52%
20210910 1634.08 1662.58 1668.8 1633.0 33388.11 552803 0.00% 28.50 1.74%
20210909 1626.0 1634.08 1645.0 1624.01 19950.13 325779 0.00% 0.98 0.06%
20210908 1660.0 1633.1 1671.18 1628.08 33063.67 542827 0.00% -35.90 -2.15%
20210907 1661.03 1669.0 1684.48 1651.0 31211.22 520405 0.00% -1.67 -0.10%
20210906 1649.0 1670.67 1708.16 1626.15 55338.06 930603 0.00% 12.45 0.75%
20210903 1610.02 1658.22 1659.79 1582.0 52835.18 863117 0.00% 39.42 2.44%
20210902 1632.99 1618.8 1643.0 1600.89 42836.79 693971 0.00% -3.21 -0.20%
20210901 1559.0 1622.01 1634.99 1531.1 77316.10 1237024 0.00% 64.01 4.11%
20210831 1589.8 1558.0 1616.35 1555.1 43677.09 688808 0.00% -28.00 -1.77%
20210830 1605.0 1586.0 1613.0 1545.95 51587.70 809819 0.00% -10.03 -0.63%
20210827 1589.0 1596.03 1625.0 1584.1 36095.45 579143 0.00% 1.03 0.06%
20210826 1664.99 1595.0 1664.99 1594.72 54020.37 872223 0.00% -70.02 -4.21%
20210825 1647.64 1665.02 1680.87 1643.0 54238.90 903763 0.00% 39.84 2.45%
20210824 1575.0 1625.18 1642.55 1565.77 72594.47 1170381 0.00% 54.99 3.50%
20210823 1537.88 1570.19 1599.0 1536.77 71597.20 1121883 0.00% 22.19 1.43%
20210820 1555.17 1548.0 1597.55 1525.5 114544.54 1782520 0.00% -71.97 -4.44%
20210819 1622.22 1619.97 1643.2 1600.0 41291.95 668236 0.00% -0.03 -0.00%
20210818 1624.66 1620.0 1642.99 1600.0 59970.26 970156 0.00% -15.00 -0.92%
20210817 1700.0 1635.0 1700.0 1628.88 61200.77 1014029 0.00% -64.20 -3.78%
20210816 1696.0 1699.2 1713.6 1685.08 28056.97 477305 0.00% -0.84 -0.05%
20210813 1690.0 1700.04 1713.0 1679.0 37904.52 641841 0.00% 10.04 0.59%
20210812 1732.0 1690.0 1749.0 1686.19 47550.97 813069 0.00% -60.50 -3.46%
20210811 1780.01 1750.5 1785.01 1750.01 38662.59 682129 0.00% -48.50 -2.70%
20210810 1700.0 1799.0 1802.88 1675.0 83285.05 1454950 0.00% 105.20 6.21%
20210809 1651.0 1693.8 1709.0 1650.0 47697.75 802816 0.00% 22.80 1.36%
20210806 1689.0 1671.0 1694.01 1646.6 45686.10 761611 0.00% -28.00 -1.65%
20210805 1692.88 1699.0 1745.0 1676.36 48059.69 817737 0.00% -25.00 -1.45%
20210804 1734.06 1724.0 1760.0 1718.0 38175.49 661468 0.00% -25.30 -1.45%
20210803 1730.0 1749.3 1768.99 1688.8 54374.75 944782 0.00% -5.70 -0.32%
20210802 1664.0 1755.0 1755.98 1620.72 97400.65 1651526 0.00% 76.01 4.53%
20210730 1725.0 1678.99 1725.0 1657.76 77735.89 1310973 0.00% -70.80 -4.05%
20210729 1810.01 1749.79 1823.0 1734.34 63863.85 1129957 0.00% -19.11 -1.08%
20210728 1703.0 1768.9 1788.2 1682.12 85368.84 1479247 0.00% 56.01 3.27%
20210727 1803.0 1712.89 1810.0 1703.0 86576.99 1523081 0.00% -91.22 -5.06%
20210726 1879.0 1804.11 1879.0 1780.0 98619.48 1789436 0.00% -95.89 -5.05%
20210723 1937.82 1900.0 1937.82 1895.09 47585.47 905776 0.00% -40.01 -2.06%
20210722 1960.0 1940.01 1973.9 1938.96 39090.47 761908 0.00% -28.99 -1.47%
20210721 1989.0 1969.0 2006.0 1962.01 29780.13 590266 0.00% -11.00 -0.56%
20210720 1975.0 1980.0 1988.93 1961.41 23475.21 463930 0.00% 5.00 0.25%
20210719 1955.89 1975.0 1986.0 1941.0 30052.34 590035 0.00% 19.10 0.98%
20210716 1980.0 1955.9 1996.6 1950.0 35407.64 695830 0.00% -42.09 -2.11%
20210715 1955.02 1997.99 2013.0 1950.6 42190.05 839151 0.00% 35.99 1.83%
20210714 1974.0 1962.0 1974.5 1945.0 30770.69 601181 0.00% -20.90 -1.05%
20210713 1968.0 1982.9 2005.5 1965.0 29924.71 594629 0.00% 21.90 1.12%
20210712 1975.55 1961.0 1998.78 1940.5 39010.24 765879 0.00% -11.11 -0.56%
20210709 1964.52 1972.11 1985.91 1945.0 30907.90 607234 0.00% -12.89 -0.65%
20210708 2000.1 1985.0 2004.0 1968.0 35516.69 702771 0.00% -19.00 -0.95%
20210707 2010.0 2004.0 2028.88 1999.01 28122.12 565821 0.00% -8.90 -0.44%
20210706 1995.0 2012.9 2014.0 1960.01 35282.51 701588 0.00% 18.90 0.95%
20210705 2000.0 1994.0 2019.88 1985.0 34420.95 687280 0.00% -19.00 -0.94%
20210702 2075.0 2013.0 2075.0 2011.5 46275.31 938864 0.00% -92.00 -4.37%
20210701 2059.97 2105.0 2110.0 2031.6 33701.24 697073 0.00% 48.30 2.35%
20210630 2065.0 2056.7 2074.0 2046.3 21915.66 451148 0.00% -5.30 -0.26%
20210629 2108.0 2062.0 2115.0 2051.0 33030.63 683564 0.00% -41.01 -1.95%
20210628 2100.0 2103.01 2118.0 2073.0 27452.42 575024 0.00% 11.01 0.53%
20210625 2049.96 2092.0 2109.0 2042.6 35875.43 745968 0.00% 23.95 1.16%
20210624 2040.01 2068.05 2080.0 2021.0 31473.70 645256 0.00% 30.05 1.47%
20210623 2080.0 2038.0 2083.0 2034.15 37079.01 759674 0.00% -36.97 -1.78%
20210622 2092.0 2074.97 2098.0 2053.89 33228.18 690083 0.00% -6.67 -0.32%
20210621 2085.0 2081.64 2099.69 2050.0 35488.26 736799 0.00% -9.30 -0.44%
20210618 2147.0 2090.94 2156.5 2065.0 54028.21 1132918 0.00% -65.97 -3.06%
20210617 2155.65 2156.91 2188.0 2144.36 21067.53 455870 0.00% -1.09 -0.05%
20210616 2192.0 2158.0 2195.0 2148.0 27593.15 597892 0.00% -35.00 -1.60%
20210615 2195.1 2193.0 2208.88 2148.0 29361.30 641282 0.00% 14.19 0.65%
20210611 2239.0 2178.81 2244.0 2178.81 33970.66 751380 0.00% -59.67 -2.67%
20210610 2195.0 2238.48 2251.37 2190.08 25566.63 570734 0.00% 38.98 1.77%
20210609 2192.0 2199.5 2214.0 2160.11 25502.35 559138 0.00% 8.50 0.39%
20210608 2260.0 2191.0 2279.99 2161.15 47313.63 1047994 0.00% -80.00 -3.52%
20210607 2265.0 2271.0 2279.0 2240.01 25466.27 575659 0.00% 19.50 0.87%
20210604 2215.0 2251.5 2288.0 2214.04 31422.19 705872 0.00% 29.28 1.32%
20210603 2220.0 2222.22 2260.34 2210.08 23450.31 524245 0.00% 0.22 0.01%
20210602 2250.0 2222.0 2264.0 2208.18 22862.77 508891 0.00% -18.95 -0.85%
20210601 2222.0 2240.95 2248.95 2206.0 30616.34 683259 0.00% 22.95 1.03%
20210531 2215.5 2218.0 2218.35 2172.0 31739.00 696086 0.00% -12.00 -0.54%
20210528 2240.97 2230.0 2250.0 2205.51 25807.31 574133 0.00% -15.00 -0.67%
20210527 2211.02 2245.0 2320.0 2201.1 45373.38 1024037 0.00% 25.00 1.13%
20210526 2207.98 2220.0 2241.8 2193.08 38604.20 855804 0.00% 25.50 1.16%
20210525 2085.0 2194.5 2200.1 2085.0 67756.95 1463672 0.00% 123.21 5.95%
20210524 2051.0 2071.29 2080.06 2031.0 32548.08 670588 0.00% 29.19 1.43%
20210521 2055.08 2042.1 2079.88 2037.02 24248.23 497660 0.00% -16.78 -0.82%
20210520 2074.0 2058.88 2074.1 2045.36 21857.16 450066 0.00% 9.88 0.48%
20210519 2059.0 2049.0 2074.81 2040.0 22409.72 460645 0.00% -10.31 -0.50%
20210518 2065.0 2059.31 2077.0 2045.06 17504.28 359589 0.00% 1.35 0.07%
20210517 2025.1 2057.96 2085.2 2025.1 44524.00 917851 0.00% 48.11 2.39%
20210514 1982.0 2009.85 2030.5 1976.0 35611.29 715030 0.00% 38.35 1.95%
